0.000000e+00	0.000000e+00	1.441153e-18	0.000000e+00	6.999933e-01	4.464591e-01	0.000000e+00	-nan	1.005101e-04	-nan
4.785221e+04	9.857977e-04	6.815906e-04	3.378288e-04	6.999933e-01	2.312277e-01	9.681149e-04	7.150110e-04	1.869480e-03	3.552606e-03
9.560882e+04	2.068116e-03	1.149289e-03	5.774698e-04	6.999933e-01	1.626366e-01	3.192847e-03	1.024997e-03	2.307932e-03	6.525776e-03
1.434132e+05	2.124082e-03	1.225202e-03	6.562775e-04	6.999933e-01	1.467921e-01	5.074789e-03	1.230028e-03	2.488675e-03	8.793492e-03
1.912654e+05	2.524242e-03	1.427598e-03	6.339089e-04	6.999933e-01	1.613651e-01	7.926337e-04	1.335789e-03	2.716462e-03	4.844885e-03
2.390698e+05	2.537224e-03	1.128169e-03	7.859707e-04	6.999933e-01	1.501185e-01	6.167227e-03	1.369622e-03	3.580744e-03	1.111759e-02
2.868743e+05	1.962619e-03	1.456857e-03	7.609157e-04	6.999933e-01	1.345375e-01	4.267439e-03	1.345587e-03	-3.491479e-03	2.121546e-03
3.346309e+05	2.353134e-03	1.222955e-03	7.688449e-04	6.999933e-01	1.311834e-01	2.021338e-03	1.351971e-03	1.532281e-03	4.905591e-03
3.824353e+05	2.195561e-03	1.524642e-03	7.808207e-04	6.999933e-01	1.302518e-01	6.392074e-03	1.336872e-03	1.691035e-03	9.419982e-03
4.302397e+05	2.890889e-03	1.536189e-03	8.726837e-04	6.999933e-01	1.221816e-01	8.664381e-03	1.331617e-03	7.571851e-04	1.075318e-02
