
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e+01	1.000000e+03
4.785221e+04	5.631720e-22	-1.421321e-20	0.000000e+00	5.013408e+01	1.000000e+03
9.560882e+04	3.426816e-21	-2.652767e-20	0.000000e+00	5.013986e+01	1.000000e+03
1.434132e+05	9.830954e-21	-3.460136e-20	0.000000e+00	5.014110e+01	1.000000e+03
1.912654e+05	9.289670e-21	-4.829435e-20	0.000000e+00	5.014151e+01	1.000000e+03
2.390698e+05	1.082527e-20	-5.557397e-20	0.000000e+00	5.014193e+01	1.000000e+03
2.868743e+05	1.231225e-20	-5.537617e-20	0.000000e+00	5.014193e+01	1.000000e+03
3.346309e+05	1.168829e-20	-6.911912e-20	0.000000e+00	5.014234e+01	1.000000e+03
3.824353e+05	1.148943e-20	-9.694567e-20	0.000000e+00	5.014234e+01	1.000000e+03
4.302397e+05	1.091636e-20	-1.154671e-19	0.000000e+00	5.014234e+01	1.000000e+03
