0.000000e+00	0.000000e+00	8.334470e-19	0.000000e+00
4.780441e+01	1.016590e-04	1.004294e-04	5.191735e-05
9.560882e+01	1.022842e-04	9.625119e-05	4.947966e-05
1.434132e+02	1.013472e-04	9.760833e-05	4.996833e-05
1.912176e+02	1.013176e-04	9.526378e-05	4.837017e-05
2.390220e+02	1.000789e-04	9.498192e-05	4.967957e-05
2.868264e+02	1.014605e-04	9.433985e-05	4.924211e-05
3.346309e+02	1.010265e-04	9.566850e-05	4.955026e-05
3.824353e+02	1.032164e-04	9.686458e-05	4.985896e-05
4.302397e+02	1.045524e-04	9.678562e-05	5.066390e-05
4.780441e+02	1.053149e-04	9.787603e-05	5.092394e-05
5.258485e+02	1.064977e-04	9.844166e-05	5.222828e-05
5.736529e+02	1.088974e-04	1.016437e-04	5.334019e-05
6.214573e+02	1.121007e-04	1.071829e-04	5.462371e-05
6.692617e+02	1.163684e-04	1.077847e-04	5.632102e-05
7.170661e+02	1.174015e-04	1.087171e-04	5.826183e-05
7.648705e+02	1.202344e-04	1.105143e-04	6.032836e-05
8.126749e+02	1.230836e-04	1.112673e-04	6.293276e-05
8.604793e+02	1.239648e-04	1.153953e-04	6.532772e-05
9.082838e+02	1.288999e-04	1.159725e-04	6.773351e-05
9.560882e+02	1.291382e-04	1.237621e-04	7.172603e-05
1.003893e+03	1.338802e-04	1.244110e-04	7.411322e-05
1.051697e+03	1.358915e-04	1.293450e-04	7.760980e-05
1.099501e+03	1.410851e-04	1.304680e-04	8.048356e-05
1.147306e+03	1.412047e-04	1.353081e-04	8.341846e-05
1.195110e+03	1.458333e-04	1.342292e-04	8.432407e-05
1.242915e+03	1.461621e-04	1.380887e-04	8.572460e-05
1.290719e+03	1.502823e-04	1.376605e-04	8.922199e-05
1.338523e+03	1.499193e-04	1.460876e-04	9.192954e-05
1.386328e+03	1.535052e-04	1.482008e-04	9.436555e-05
1.434132e+03	1.553735e-04	1.532926e-04	9.608303e-05
1.481937e+03	1.580404e-04	1.536097e-04	9.698139e-05
1.529741e+03	1.605724e-04	1.550160e-04	9.924341e-05
1.577545e+03	1.627956e-04	1.574829e-04	1.013093e-04
1.625350e+03	1.646087e-04	1.591708e-04	1.029954e-04
1.673154e+03	1.685800e-04	1.634444e-04	1.072830e-04
1.720959e+03	1.715221e-04	1.653039e-04	1.091098e-04
1.768763e+03	1.787567e-04	1.693898e-04	1.113413e-04
1.816568e+03	1.815592e-04	1.745136e-04	1.137967e-04
1.864372e+03	1.905064e-04	1.767472e-04	1.171539e-04
1.912176e+03	1.926178e-04	1.813415e-04	1.195473e-04
1.959981e+03	1.991883e-04	1.798882e-04	1.213974e-04
2.007785e+03	2.051065e-04	1.835533e-04	1.254423e-04
2.055590e+03	2.079253e-04	1.854431e-04	1.277724e-04
2.103394e+03	2.096182e-04	1.871335e-04	1.294538e-04
2.151198e+03	2.125930e-04	1.887663e-04	1.303129e-04
2.199003e+03	2.160022e-04	1.907248e-04	1.334602e-04
2.246807e+03	2.174308e-04	1.944066e-04	1.329042e-04
2.294612e+03	2.199480e-04	1.954715e-04	1.342590e-04
2.342416e+03	2.203897e-04	1.983720e-04	1.360183e-04
2.390220e+03	2.199346e-04	2.014454e-04	1.372351e-04
2.438025e+03	2.215826e-04	2.038267e-04	1.385162e-04
2.485829e+03	2.231256e-04	2.069238e-04	1.400579e-04
2.533634e+03	2.249207e-04	2.081007e-04	1.416278e-04
2.581438e+03	2.269085e-04	2.095993e-04	1.432856e-04
2.629242e+03	2.312412e-04	2.110165e-04	1.449383e-04
2.677047e+03	2.321832e-04	2.143719e-04	1.469180e-04
2.724851e+03	2.328620e-04	2.196794e-04	1.484453e-04
2.772656e+03	2.367837e-04	2.217744e-04	1.500423e-04
2.820460e+03	2.401218e-04	2.214838e-04	1.535324e-04
2.868264e+03	2.408090e-04	2.240533e-04	1.551042e-04
2.916069e+03	2.461361e-04	2.254100e-04	1.574475e-04
2.963873e+03	2.468779e-04	2.292379e-04	1.587326e-04
3.011678e+03	2.509623e-04	2.323220e-04	1.600599e-04
3.059482e+03	2.520829e-04	2.355236e-04	1.619168e-04
3.107287e+03	2.547297e-04	2.365250e-04	1.641204e-04
3.155091e+03	2.583135e-04	2.389722e-04	1.647659e-04
3.202895e+03	2.621315e-04	2.430638e-04	1.666182e-04
3.250700e+03	2.637598e-04	2.451592e-04	1.681297e-04
3.298504e+03	2.667569e-04	2.459561e-04	1.694399e-04
3.346309e+03	2.679575e-04	2.505223e-04	1.705113e-04
3.394113e+03	2.698853e-04	2.524300e-04	1.733250e-04
3.441917e+03	2.718957e-04	2.534769e-04	1.750379e-04
3.489722e+03	2.771604e-04	2.557412e-04	1.777740e-04
3.537526e+03	2.785703e-04	2.604020e-04	1.799008e-04
3.585331e+03	2.793331e-04	2.621731e-04	1.808803e-04
3.633135e+03	2.840697e-04	2.621851e-04	1.829899e-04
3.680939e+03	2.851180e-04	2.678905e-04	1.823602e-04
3.728744e+03	2.874874e-04	2.737310e-04	1.836359e-04
3.776548e+03	2.887087e-04	2.726568e-04	1.855494e-04
