0.000000e+00	0.000000e+00	1.424245e-18	0.000000e+00	5.843348e-01	4.070412e-01	0.000000e+00	-nan	-0.000000e+00	-nan
4.785221e+04	8.296040e-09	1.827935e-08	9.085907e-07	5.670759e-02	3.330069e-02	-7.580849e-13	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.456456e-18	0.000000e+00	5.843348e-01	4.107101e-01	0.000000e+00	-nan	-0.000000e+00	-nan
4.785221e+04	3.399105e-05	4.210380e-06	2.284941e-06	5.498045e-02	3.335728e-02	6.630010e-07	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.455517e-18	0.000000e+00	5.843348e-01	4.047986e-01	0.000000e+00	-nan	-0.000000e+00	-nan
4.785221e+04	9.255394e-09	1.231415e-08	9.347666e-07	5.433278e-02	3.106672e-02	-5.761379e-13	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.411177e-18	0.000000e+00	5.843348e-01	4.095074e-01	0.000000e+00	-nan	-0.000000e+00	-nan
4.785221e+04	4.178735e-05	1.478560e-05	5.817836e-06	5.728330e-02	3.337003e-02	2.969395e-06	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.401342e-18	0.000000e+00	5.843348e-01	4.029197e-01	0.000000e+00	-nan	-0.000000e+00	-nan
4.785221e+04	4.396306e-09	2.675581e-09	9.375835e-07	5.505242e-02	3.262061e-02	-1.786056e-14	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.390654e-18	0.000000e+00	5.843348e-01	4.060537e-01	0.000000e+00	-nan	-0.000000e+00	-nan
4.785221e+04	1.100121e-07	1.819624e-06	9.345730e-07	5.526831e-02	3.135569e-02	8.533039e-11	-nan	-nan	-nan
9.560882e+04	4.179401e-09	1.825469e-09	8.354203e-10	3.411091e-02	1.884174e-02	-3.113634e-14	-nan	-nan	-nan
1.434132e+05	1.162745e-09	7.481673e-10	7.642930e-11	2.446774e-02	1.334371e-02	-2.542049e-15	-nan	-nan	-nan
1.912176e+05	1.230302e-09	7.829876e-10	8.385780e-11	2.014990e-02	1.070263e-02	-2.723187e-15	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.440049e-18	0.000000e+00	5.843348e-01	4.049505e-01	0.000000e+00	-nan	-0.000000e+00	-nan
4.785221e+04	2.115025e-09	1.409580e-09	9.255410e-07	5.785901e-02	3.436129e-02	-9.039025e-15	-nan	-nan	-nan
9.560882e+04	2.727868e-09	1.758163e-09	2.795358e-10	3.468662e-02	2.044564e-02	-1.488151e-14	-nan	-nan	-nan
1.434132e+05	2.978142e-09	1.646869e-09	2.882419e-10	2.561916e-02	1.472135e-02	-1.432696e-14	-nan	-nan	-nan
1.912176e+05	1.765397e-09	1.267956e-09	1.550042e-10	2.029383e-02	1.142820e-02	-7.077040e-15	-nan	-nan	-nan
