0.000000e+00	3.510257e-01
4.780441e+01	3.517727e-01
9.560882e+01	3.499094e-01
1.434132e+02	3.481118e-01
1.912176e+02	3.481263e-01
2.390220e+02	3.472479e-01
2.868264e+02	3.432409e-01
3.346309e+02	3.452350e-01
3.824353e+02	3.457263e-01
4.302397e+02	3.441273e-01
4.780441e+02	3.433216e-01
5.258485e+02	3.417578e-01
5.736529e+02	3.417307e-01
6.214573e+02	3.411455e-01
6.692617e+02	3.401074e-01
7.170661e+02	3.405675e-01
7.648705e+02	3.404610e-01
8.126749e+02	3.391094e-01
8.604793e+02	3.392060e-01
9.082838e+02	3.395495e-01
9.560882e+02	3.377412e-01
1.003893e+03	3.375188e-01
1.051697e+03	3.390683e-01
1.099501e+03	3.403832e-01
1.147306e+03	3.409202e-01
1.195110e+03	3.425860e-01
1.242915e+03	3.440650e-01
1.290719e+03	3.434613e-01
1.338523e+03	3.441077e-01
1.386328e+03	3.443419e-01
1.434132e+03	3.446956e-01
1.481937e+03	3.433398e-01
1.529741e+03	3.418403e-01
1.577545e+03	3.421246e-01
1.625350e+03	3.415275e-01
1.673154e+03	3.411780e-01
1.720959e+03	3.406456e-01
1.768763e+03	3.422193e-01
1.816568e+03	3.419747e-01
1.864372e+03	3.416420e-01
1.912176e+03	3.415538e-01
1.959981e+03	3.409183e-01
2.007785e+03	3.408990e-01
2.055590e+03	3.397493e-01
2.103394e+03	3.408706e-01
2.151198e+03	3.410656e-01
2.199003e+03	3.428961e-01
2.246807e+03	3.442495e-01
2.294612e+03	3.445681e-01
2.342416e+03	3.441120e-01
2.390220e+03	3.453691e-01
2.438025e+03	3.461106e-01
2.485829e+03	3.430406e-01
2.533634e+03	3.433797e-01
2.581438e+03	3.432830e-01
2.629242e+03	3.443102e-01
2.677047e+03	3.423796e-01
2.724851e+03	3.421118e-01
2.772656e+03	3.429458e-01
2.820460e+03	3.449832e-01
2.868264e+03	3.455858e-01
2.916069e+03	3.466524e-01
2.963873e+03	3.460605e-01
3.011678e+03	3.481232e-01
3.059482e+03	3.469788e-01
3.107287e+03	3.466558e-01
3.155091e+03	3.469542e-01
3.202895e+03	3.472392e-01
3.250700e+03	3.466058e-01
3.298504e+03	3.470469e-01
3.346309e+03	3.468885e-01
3.394113e+03	3.499228e-01
3.441917e+03	3.498940e-01
3.489722e+03	3.502287e-01
3.537526e+03	3.511313e-01
3.585331e+03	3.515451e-01
3.633135e+03	3.515178e-01
3.680939e+03	3.525579e-01
3.728744e+03	3.525151e-01
3.776548e+03	3.535338e-01
3.824353e+03	3.522688e-01
3.872157e+03	3.521529e-01
3.919961e+03	3.507842e-01
3.967766e+03	3.521034e-01
4.015570e+03	3.507098e-01
4.063375e+03	3.486772e-01
4.111179e+03	3.491764e-01
4.158984e+03	3.477714e-01
4.206788e+03	3.483423e-01
4.254592e+03	3.469655e-01
4.302397e+03	3.469511e-01
4.350201e+03	3.475501e-01
4.398006e+03	3.468687e-01
4.445810e+03	3.469676e-01
4.493614e+03	3.449492e-01
4.541419e+03	3.434201e-01
4.589223e+03	3.408934e-01
4.637028e+03	3.387297e-01
4.684832e+03	3.401699e-01
4.732636e+03	3.404838e-01
4.780441e+03	3.403750e-01
4.828245e+03	3.389592e-01
