0.000000e+00	0.000000e+00	1.410958e-18	0.000000e+00	8.999811e-01	5.777622e-01	0.000000e+00	-nan	-6.262399e-05	-nan
0.000000e+00	0.000000e+00	1.449449e-18	0.000000e+00	8.999811e-01	5.752973e-01	0.000000e+00	-nan	-2.905086e-05	-nan
4.785221e+04	1.366646e-03	8.984021e-04	4.057740e-04	8.999811e-01	2.785272e-01	2.017752e-03	1.043003e-03	3.997229e-03	7.057984e-03
9.560882e+04	2.241056e-03	1.394640e-03	6.370320e-04	8.999811e-01	1.732130e-01	4.902555e-03	1.508348e-03	2.389600e-03	8.800503e-03
1.434132e+05	3.275953e-03	1.601860e-03	1.053737e-03	8.999811e-01	1.465703e-01	7.122364e-03	1.892225e-03	3.889566e-03	1.290415e-02
1.912654e+05	3.546790e-03	2.639078e-03	1.128265e-03	8.999811e-01	1.451900e-01	1.266282e-02	1.979007e-03	1.162802e-02	2.626985e-02
2.390698e+05	3.557004e-03	2.249657e-03	1.232015e-03	8.999811e-01	1.491634e-01	8.142942e-03	1.879740e-03	2.534838e-03	1.255752e-02
2.868743e+05	3.266830e-03	2.223849e-03	1.549613e-03	8.999811e-01	1.012390e-01	9.091900e-03	1.742709e-03	-2.836351e-03	7.998258e-03
3.346309e+05	3.262018e-03	2.291806e-03	1.698369e-03	8.999811e-01	9.691576e-02	5.916640e-03	1.660804e-03	-1.024082e-02	-2.663377e-03
3.824353e+05	3.188787e-03	2.159638e-03	1.867289e-03	8.999811e-01	1.030519e-01	2.853625e-03	1.586970e-03	-1.131567e-02	-6.875077e-03
4.302397e+05	3.184673e-03	2.102130e-03	1.879611e-03	8.999811e-01	9.665530e-02	1.924062e-03	1.405009e-03	5.331503e-03	8.660574e-03
