0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
4.785221e+04	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
9.560882e+04	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
1.434132e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
1.912654e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
2.390698e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
2.868743e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
3.346309e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
3.824353e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
4.302397e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+01	1.000000e+03
