0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	-nan	-0.000000e+00	-nan
4.785221e+04	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
9.560882e+04	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
1.434132e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
1.912654e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
2.390698e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
2.868743e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
3.346309e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
3.824353e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
4.302397e+05	0.000000e+00	0.000000e+00	0.000000e+00	3.038448e-02	3.038448e-02	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
