4.790002e+04	4.265134e-03	3.152591e-03	1.703092e-03	1.457847e-01	3.878997e-02	3.657604e-01
4.794782e+04	4.280476e-03	3.155538e-03	1.695827e-03	1.449754e-01	3.873801e-02	3.663241e-01
4.799563e+04	4.284779e-03	3.131586e-03	1.713679e-03	1.451156e-01	3.861553e-02	3.658124e-01
4.804343e+04	4.335999e-03	3.148927e-03	1.700451e-03	1.444276e-01	3.828720e-02	3.683789e-01
4.809123e+04	4.355901e-03	3.153944e-03	1.703423e-03	1.452156e-01	3.867979e-02	3.654435e-01
4.813904e+04	4.370219e-03	3.136872e-03	1.721553e-03	1.449678e-01	3.858386e-02	3.644039e-01
4.818684e+04	4.368923e-03	3.134991e-03	1.707728e-03	1.452499e-01	3.785509e-02	3.647779e-01
4.823465e+04	4.416008e-03	3.125579e-03	1.689316e-03	1.441662e-01	3.747635e-02	3.689290e-01
4.828245e+04	4.462813e-03	3.107443e-03	1.675080e-03	1.448786e-01	3.740790e-02	3.673679e-01
4.833026e+04	4.443714e-03	3.083711e-03	1.679963e-03	1.473209e-01	3.724975e-02	3.596021e-01
4.837806e+04	4.465356e-03	3.115429e-03	1.674742e-03	1.473387e-01	3.711285e-02	3.604980e-01
4.842587e+04	4.509019e-03	3.094681e-03	1.659140e-03	1.475251e-01	3.692314e-02	3.611358e-01
4.847367e+04	4.570936e-03	3.085450e-03	1.646507e-03	1.479345e-01	3.686227e-02	3.599164e-01
4.852147e+04	4.566158e-03	3.054396e-03	1.657549e-03	1.481384e-01	3.674699e-02	3.572080e-01
4.856928e+04	4.570487e-03	3.034821e-03	1.652001e-03	1.491587e-01	3.664533e-02	3.536011e-01
4.861708e+04	4.595628e-03	3.050818e-03	1.629817e-03	1.495442e-01	3.681440e-02	3.535239e-01
4.866489e+04	4.609467e-03	3.011701e-03	1.601198e-03	1.492604e-01	3.677006e-02	3.538330e-01
4.871269e+04	4.647561e-03	2.993409e-03	1.583691e-03	1.493571e-01	3.673098e-02	3.529137e-01
4.876050e+04	4.641711e-03	3.022327e-03	1.577573e-03	1.509755e-01	3.745126e-02	3.490582e-01
4.880830e+04	4.757981e-03	3.028924e-03	1.563316e-03	1.502249e-01	3.701319e-02	3.496911e-01
4.885611e+04	4.793774e-03	3.019852e-03	1.560802e-03	1.499607e-01	3.696721e-02	3.499633e-01
4.890391e+04	4.797669e-03	3.014194e-03	1.542714e-03	1.501315e-01	3.699652e-02	3.493478e-01
4.895171e+04	4.878228e-03	2.986178e-03	1.547790e-03	1.498119e-01	3.689040e-02	3.502339e-01
4.899952e+04	4.977839e-03	2.974918e-03	1.496295e-03	1.499910e-01	3.698510e-02	3.502368e-01
4.904732e+04	5.053008e-03	2.994990e-03	1.505540e-03	1.506323e-01	3.691540e-02	3.487563e-01
4.909513e+04	5.142165e-03	2.999392e-03	1.533772e-03	1.519358e-01	3.708303e-02	3.464408e-01
4.914293e+04	5.268844e-03	2.989875e-03	1.554653e-03	1.541315e-01	3.697707e-02	3.401266e-01
4.919074e+04	5.290978e-03	2.959469e-03	1.566004e-03	1.549259e-01	3.723130e-02	3.379762e-01
4.923854e+04	5.321806e-03	2.969663e-03	1.584397e-03	1.562452e-01	3.714151e-02	3.357295e-01
4.928634e+04	5.417287e-03	2.967331e-03	1.634118e-03	1.564236e-01	3.742387e-02	3.354838e-01
4.933415e+04	5.477269e-03	2.962926e-03	1.596038e-03	1.573132e-01	3.741129e-02	3.332130e-01
4.938195e+04	5.667868e-03	2.981059e-03	1.573748e-03	1.585388e-01	3.690055e-02	3.313306e-01
4.942976e+04	5.731447e-03	3.001088e-03	1.565824e-03	1.593584e-01	3.692979e-02	3.300350e-01
4.947756e+04	5.796214e-03	2.982278e-03	1.592654e-03	1.621449e-01	3.750581e-02	3.236836e-01
4.952537e+04	5.842877e-03	3.036780e-03	1.583225e-03	1.624531e-01	3.745162e-02	3.229193e-01
4.957317e+04	5.924621e-03	3.035354e-03	1.637050e-03	1.635452e-01	3.772977e-02	3.204631e-01
4.962098e+04	6.046640e-03	3.003092e-03	1.614951e-03	1.658954e-01	3.782478e-02	3.156687e-01
4.966878e+04	6.073456e-03	3.009200e-03	1.616813e-03	1.651124e-01	3.777455e-02	3.163039e-01
4.971658e+04	6.114412e-03	3.006386e-03	1.651896e-03	1.663482e-01	3.783286e-02	3.146329e-01
4.976439e+04	6.219327e-03	3.012581e-03	1.599670e-03	1.663576e-01	3.750523e-02	3.143549e-01
4.981219e+04	6.337853e-03	3.034157e-03	1.657132e-03	1.701822e-01	3.760955e-02	3.085097e-01
4.986000e+04	6.421351e-03	3.016751e-03	1.684795e-03	1.719729e-01	3.834096e-02	3.038364e-01
4.990780e+04	6.495127e-03	3.017714e-03	1.694788e-03	1.712296e-01	3.872892e-02	3.048590e-01
4.995561e+04	6.510402e-03	2.972155e-03	1.708960e-03	1.715286e-01	3.868496e-02	3.045559e-01
