0.000000e+00	0.000000e+00	1.443777e-18	0.000000e+00	9.999390e-01	6.472385e-01	0.000000e+00	-nan	-5.074373e-05	-nan
3.346309e+05	3.347532e-03	2.532898e-03	1.874541e-03	9.999390e-01	1.170231e-01	1.142615e-02	1.912986e-03	8.375158e-03	2.171430e-02
4.785221e+04	1.647270e-03	9.440074e-04	3.817160e-04	9.999390e-01	2.900128e-01	4.315150e-03	1.223913e-03	3.493571e-03	9.032634e-03
9.560882e+04	2.571955e-03	1.778976e-03	6.521560e-04	9.999390e-01	1.671463e-01	1.762930e-05	1.774817e-03	3.407126e-03	5.199572e-03
1.434132e+05	4.074329e-03	2.680251e-03	1.409436e-03	9.999390e-01	1.315666e-01	9.343496e-03	2.386257e-03	1.167196e-03	1.289695e-02
1.912654e+05	3.376661e-03	2.664825e-03	1.733071e-03	9.999390e-01	1.140996e-01	6.688879e-03	2.067491e-03	1.569435e-03	1.032580e-02
2.390698e+05	3.498599e-03	2.492256e-03	1.807369e-03	9.999390e-01	1.128644e-01	4.726827e-03	1.869279e-03	-7.488916e-04	5.847214e-03
2.868743e+05	3.267784e-03	2.316186e-03	1.922580e-03	9.999390e-01	1.083978e-01	2.925032e-03	1.692012e-03	-9.243833e-03	-4.626788e-03
3.346309e+05	3.183551e-03	2.202636e-03	1.829306e-03	9.999390e-01	1.030278e-01	2.282313e-03	1.508728e-03	-1.460817e-02	-1.081713e-02
3.824353e+05	3.099025e-03	2.143157e-03	1.786257e-03	9.999390e-01	1.002473e-01	3.353001e-03	1.418559e-03	1.431284e-02	1.908440e-02
4.302397e+05	2.929590e-03	2.257711e-03	1.772874e-03	9.999390e-01	9.528590e-02	3.504469e-03	1.100213e-03	8.205951e-03	1.281063e-02
