4.790002e+04	1.552845e-03	9.912796e-04	7.902133e-04	8.778261e-02	3.651219e-02	-2.774042e-02
4.794782e+04	1.548275e-03	9.871954e-04	7.855758e-04	8.790315e-02	3.658744e-02	-2.765090e-02
4.799563e+04	1.551478e-03	9.804983e-04	7.861310e-04	8.840171e-02	3.674360e-02	-2.739231e-02
4.804343e+04	1.561378e-03	9.933642e-04	7.867394e-04	8.846480e-02	3.676101e-02	-2.732310e-02
4.809123e+04	1.559673e-03	9.813606e-04	7.750811e-04	8.845861e-02	3.659871e-02	-2.734667e-02
4.813904e+04	1.553075e-03	9.838668e-04	7.881491e-04	8.869604e-02	3.669262e-02	-2.708209e-02
4.818684e+04	1.553947e-03	9.807776e-04	7.988877e-04	8.889615e-02	3.675677e-02	-2.705353e-02
4.823465e+04	1.555747e-03	9.960734e-04	7.868067e-04	8.934783e-02	3.681699e-02	-2.677761e-02
4.828245e+04	1.562795e-03	9.936019e-04	7.841178e-04	8.943382e-02	3.681109e-02	-2.669288e-02
4.833026e+04	1.548178e-03	9.935080e-04	7.881227e-04	8.950403e-02	3.668922e-02	-2.658263e-02
4.837806e+04	1.561975e-03	9.920128e-04	7.844574e-04	8.967085e-02	3.673961e-02	-2.647391e-02
4.842587e+04	1.553320e-03	1.001367e-03	7.918084e-04	8.985722e-02	3.672767e-02	-2.648294e-02
4.847367e+04	1.562199e-03	1.001227e-03	7.976983e-04	8.988969e-02	3.665079e-02	-2.641001e-02
4.852147e+04	1.566900e-03	1.002970e-03	7.921250e-04	8.944398e-02	3.643987e-02	-2.654018e-02
4.856928e+04	1.575709e-03	9.952517e-04	7.915989e-04	8.951181e-02	3.641304e-02	-2.650364e-02
4.861708e+04	1.562110e-03	1.022584e-03	8.008230e-04	8.926130e-02	3.623860e-02	-2.646401e-02
4.866489e+04	1.582075e-03	1.002068e-03	7.943996e-04	8.878263e-02	3.602130e-02	-2.671636e-02
4.871269e+04	1.584036e-03	1.000461e-03	7.908593e-04	8.860628e-02	3.586339e-02	-2.667172e-02
4.876050e+04	1.592911e-03	9.948391e-04	7.908920e-04	8.820434e-02	3.559065e-02	-2.681713e-02
4.880830e+04	1.592572e-03	1.009149e-03	7.926534e-04	8.796471e-02	3.556229e-02	-2.678996e-02
4.885611e+04	1.607989e-03	9.940776e-04	8.014791e-04	8.768853e-02	3.542807e-02	-2.681005e-02
4.890391e+04	1.602784e-03	1.001137e-03	7.996762e-04	8.759790e-02	3.532731e-02	-2.675557e-02
4.895171e+04	1.611784e-03	9.931987e-04	8.023287e-04	8.712162e-02	3.489854e-02	-2.704482e-02
4.899952e+04	1.603963e-03	1.001528e-03	8.013944e-04	8.696487e-02	3.478919e-02	-2.709015e-02
4.904732e+04	1.618519e-03	9.913543e-04	8.023504e-04	8.665167e-02	3.452778e-02	-2.718523e-02
4.909513e+04	1.616951e-03	9.968445e-04	8.085038e-04	8.661348e-02	3.447085e-02	-2.705349e-02
4.914293e+04	1.611937e-03	9.952912e-04	8.033853e-04	8.625652e-02	3.425657e-02	-2.727026e-02
4.919074e+04	1.608667e-03	9.888361e-04	8.052633e-04	8.634956e-02	3.427916e-02	-2.714095e-02
4.923854e+04	1.610077e-03	9.859597e-04	7.933830e-04	8.620791e-02	3.415491e-02	-2.727121e-02
4.928634e+04	1.604201e-03	9.905576e-04	7.928354e-04	8.591483e-02	3.395666e-02	-2.733793e-02
4.933415e+04	1.604051e-03	9.963847e-04	7.906868e-04	8.586070e-02	3.394779e-02	-2.733822e-02
4.938195e+04	1.605891e-03	9.944192e-04	7.917580e-04	8.567413e-02	3.371608e-02	-2.746014e-02
4.942976e+04	1.611186e-03	9.904162e-04	7.842725e-04	8.557206e-02	3.370289e-02	-2.738216e-02
4.947756e+04	1.603600e-03	9.960630e-04	7.899643e-04	8.551573e-02	3.369611e-02	-2.734941e-02
4.952537e+04	1.618500e-03	9.884289e-04	7.899650e-04	8.560836e-02	3.377028e-02	-2.730389e-02
4.957317e+04	1.617369e-03	9.950319e-04	7.983694e-04	8.536671e-02	3.366561e-02	-2.738322e-02
4.962098e+04	1.617220e-03	9.891979e-04	7.989044e-04	8.522554e-02	3.353720e-02	-2.733410e-02
4.966878e+04	1.611247e-03	9.919784e-04	7.936893e-04	8.522228e-02	3.349045e-02	-2.730362e-02
4.971658e+04	1.618638e-03	9.907908e-04	7.785834e-04	8.538897e-02	3.359916e-02	-2.723522e-02
4.976439e+04	1.614676e-03	9.894834e-04	7.834376e-04	8.517222e-02	3.344776e-02	-2.734874e-02
4.981219e+04	1.615194e-03	9.828832e-04	7.875247e-04	8.514571e-02	3.328360e-02	-2.717439e-02
4.986000e+04	1.616532e-03	9.813956e-04	7.809388e-04	8.521487e-02	3.343540e-02	-2.709258e-02
4.990780e+04	1.623096e-03	9.765332e-04	7.898756e-04	8.505648e-02	3.334666e-02	-2.713034e-02
4.995561e+04	1.629622e-03	9.884795e-04	7.928044e-04	8.472311e-02	3.330990e-02	-2.729364e-02
