0.000000e+00	0.000000e+00	1.424457e-18	0.000000e+00	4.915137e-01	3.162469e-01	0.000000e+00	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.415458e-18	0.000000e+00	4.917296e-01	3.179790e-01	0.000000e+00	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.471713e-18	0.000000e+00	4.919455e-01	3.161704e-01	0.000000e+00	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.431033e-18	0.000000e+00	4.923773e-01	3.186274e-01	0.000000e+00	-nan	-nan	-nan
4.785221e+04	1.457099e-03	6.248286e-04	4.603397e-05	2.741826e-02	1.713076e-02	2.100163e-03	-nan	-nan	-nan
9.560882e+04	3.937520e-04	3.295665e-04	8.192510e-05	1.439279e-02	9.645953e-03	1.061730e-04	-nan	-nan	-nan
1.434132e+05	3.740260e-04	2.146196e-04	1.148054e-04	1.122638e-02	8.406229e-03	6.307117e-05	-nan	-nan	-nan
1.912654e+05	4.131030e-04	2.200521e-04	1.404758e-04	8.491745e-03	7.222927e-03	3.135871e-04	-nan	-nan	-nan
2.390698e+05	4.522586e-04	2.361232e-04	1.617010e-04	6.764611e-03	6.187542e-03	2.664604e-04	-nan	-nan	-nan
2.868743e+05	4.846490e-04	3.429302e-04	1.636288e-04	5.325332e-03	4.954490e-03	3.800550e-04	-nan	-nan	-nan
3.346309e+05	4.129789e-04	3.608036e-04	1.552086e-04	4.461765e-03	3.966442e-03	5.224152e-04	-nan	-nan	-nan
3.824353e+05	4.857390e-04	3.591400e-04	1.369619e-04	4.029981e-03	3.207915e-03	2.721500e-04	-nan	-nan	-nan
4.302397e+05	3.305423e-04	4.023131e-04	1.251024e-04	3.598197e-03	2.540550e-03	2.939658e-04	-nan	-nan	-nan
0.000000e+00	0.000000e+00	1.456567e-18	0.000000e+00	4.910820e-01	3.157362e-01	0.000000e+00	-nan	-nan	-nan
4.785221e+04	1.526066e-03	1.371029e-03	4.825772e-05	2.662666e-02	1.726963e-02	3.650845e-03	-nan	-nan	-nan
9.560882e+04	5.017505e-04	2.505733e-04	7.564087e-05	1.266565e-02	8.540839e-03	-1.741039e-04	-nan	-nan	-nan
1.434132e+05	4.249809e-04	2.568374e-04	1.056813e-04	9.067457e-03	6.714763e-03	8.888171e-06	-nan	-nan	-nan
1.912654e+05	4.987584e-04	2.819154e-04	1.323059e-04	7.340322e-03	6.153408e-03	4.282111e-04	-nan	-nan	-nan
2.390698e+05	5.120289e-04	2.380195e-04	1.468424e-04	6.620683e-03	6.131946e-03	4.652066e-04	-nan	-nan	-nan
2.868743e+05	4.478639e-04	2.919028e-04	1.425140e-04	5.757116e-03	5.612051e-03	4.370455e-04	-nan	-nan	-nan
3.346309e+05	4.190074e-04	3.030021e-04	1.400808e-04	5.181404e-03	4.984973e-03	4.396813e-04	-nan	-nan	-nan
3.824353e+05	3.809021e-04	3.972514e-04	1.259975e-04	4.893548e-03	4.409235e-03	4.983286e-04	-nan	-nan	-nan
4.302397e+05	4.201902e-04	4.093419e-04	1.120995e-04	4.461765e-03	3.609850e-03	1.924290e-04	-nan	-nan	-nan
