0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.000000e+01	3.015929e+07
4.785221e+04	-3.332169e-17	2.013214e-16	0.000000e+00	2.000000e+01	3.015929e+07
9.560882e+04	-5.681890e-18	5.504614e-16	0.000000e+00	2.000000e+01	3.015929e+07
1.434132e+05	1.151604e-17	6.745183e-16	0.000000e+00	2.000000e+01	3.015929e+07
1.912654e+05	-1.674506e-17	8.525634e-16	0.000000e+00	2.000000e+01	3.015929e+07
2.390698e+05	1.797562e-17	8.866286e-16	0.000000e+00	2.000000e+01	3.015929e+07
2.868743e+05	-6.935754e-17	8.049939e-16	0.000000e+00	2.000000e+01	3.015929e+07
3.346309e+05	-1.148283e-16	9.351732e-16	0.000000e+00	2.000000e+01	3.015929e+07
3.824353e+05	-2.187669e-16	1.193275e-15	0.000000e+00	2.000000e+01	3.015929e+07
4.302397e+05	-1.883557e-16	1.567792e-15	0.000000e+00	2.000000e+01	3.015929e+07
