0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.000000e+01	3.015929e+07
4.785221e+04	-5.247450e+00	5.368377e+00	2.174175e-02	2.000000e+01	3.015929e+07
9.560882e+04	-7.559750e-01	2.420190e+01	5.454351e-02	2.000000e+01	3.015929e+07
1.434132e+05	-1.272997e+00	3.502660e+01	8.187412e-02	2.000000e+01	3.015929e+07
1.912654e+05	-1.715806e+00	5.781697e+01	3.476095e-02	2.000000e+01	3.015929e+07
2.390698e+05	-4.462244e+00	9.207376e+01	-1.133185e-01	2.000000e+01	3.015929e+07
2.868743e+05	-7.891660e+00	-1.365797e+02	-2.286964e-01	2.000000e+01	3.015929e+07
3.346309e+05	1.362870e-01	-9.696058e+01	-3.200587e-01	2.000000e+01	3.015929e+07
3.824353e+05	3.984250e+00	-9.285556e+01	-2.917049e-01	2.000000e+01	3.015929e+07
4.302397e+05	7.586441e+00	-1.116292e+02	-2.456243e-01	2.000000e+01	3.015929e+07
