0.000000e+00	0.000000e+00	1.391792e-18	0.000000e+00	4.999335e-01	3.225332e-01	0.000000e+00	-nan	-1.098516e-04	-nan
4.785221e+04	9.340563e-04	5.877408e-04	3.156919e-04	4.999335e-01	1.927272e-01	1.071869e-03	4.446732e-04	1.180938e-04	1.634636e-03
9.560882e+04	1.298699e-03	7.586619e-04	4.760700e-04	4.999335e-01	1.436388e-01	1.201297e-03	5.459141e-04	4.595597e-04	2.206771e-03
1.434132e+05	1.332903e-03	7.991874e-04	5.028244e-04	4.999335e-01	1.385369e-01	1.136077e-03	5.821042e-04	1.202914e-03	2.921095e-03
1.912654e+05	1.947640e-03	9.301409e-04	5.379989e-04	4.999335e-01	1.226462e-01	3.000664e-03	6.202727e-04	2.968505e-03	6.589441e-03
2.390698e+05	1.441766e-03	9.655672e-04	5.443531e-04	4.999335e-01	1.379252e-01	5.875868e-04	6.372663e-04	3.288347e-04	1.553688e-03
2.868743e+05	1.633049e-03	8.851531e-04	5.903328e-04	4.999335e-01	1.221024e-01	1.819207e-03	6.549000e-04	1.833836e-03	4.307943e-03
3.346309e+05	1.342782e-03	8.177423e-04	5.623110e-04	4.999335e-01	1.339035e-01	1.433880e-03	6.421614e-04	1.887400e-03	3.963441e-03
3.824353e+05	1.322346e-03	7.707866e-04	4.957793e-04	4.999335e-01	1.436880e-01	1.005546e-03	6.329389e-04	1.270818e-03	2.909303e-03
4.302397e+05	1.397817e-03	7.930260e-04	5.092751e-04	4.999335e-01	1.356945e-01	1.210674e-03	6.291279e-04	1.496561e-03	3.336363e-03
