0.000000e+00	0.000000e+00	1.451896e-18	0.000000e+00	6.999933e-01	4.511781e-01	0.000000e+00	-nan	6.327280e-05	-nan
4.785221e+04	1.031209e-03	7.768299e-04	3.394404e-04	6.999933e-01	2.322309e-01	5.877352e-04	7.305530e-04	2.150910e-03	3.469198e-03
9.560882e+04	1.997647e-03	1.068247e-03	7.091880e-04	6.999933e-01	1.700729e-01	1.858197e-03	1.057661e-03	1.378116e-03	4.293974e-03
1.434132e+05	2.523165e-03	1.230011e-03	7.683608e-04	6.999933e-01	1.392775e-01	4.561613e-03	1.257382e-03	2.285987e-03	8.104982e-03
1.912654e+05	2.246962e-03	1.336250e-03	7.034186e-04	6.999933e-01	1.266813e-01	2.359033e-03	1.314509e-03	3.477910e-03	7.151452e-03
2.390698e+05	2.529934e-03	1.214270e-03	7.133628e-04	6.999933e-01	1.387428e-01	6.677399e-03	1.342469e-03	3.644555e-03	1.166442e-02
2.868743e+05	1.886888e-03	1.202568e-03	6.192108e-04	6.999933e-01	1.503004e-01	2.821237e-03	1.344300e-03	3.217812e-03	7.383349e-03
3.346309e+05	2.237110e-03	1.075656e-03	5.288333e-04	6.999933e-01	1.726793e-01	2.257505e-03	1.329917e-03	1.314284e-03	4.901706e-03
3.824353e+05	2.552982e-03	1.326039e-03	7.037280e-04	6.999933e-01	1.310699e-01	5.573666e-03	1.374894e-03	5.957188e-03	1.290575e-02
4.302397e+05	1.982365e-03	1.271502e-03	6.035475e-04	6.999933e-01	1.541177e-01	4.894947e-03	1.384645e-03	2.156286e-03	8.435879e-03
